epoch,train_loss,step,val_loss
0,1.4758613109588623,9,
0,1.2407593727111816,19,
0,1.2712430953979492,29,
0,1.3764421939849854,39,
0,1.2750062942504883,49,
0,1.4176501035690308,59,
0,1.264469027519226,69,
0,1.4673819541931152,79,
0,1.4663023948669434,89,
0,1.3764474391937256,99,
0,1.3527350425720215,109,
0,1.3968091011047363,119,
0,1.3778297901153564,129,
0,1.2730543613433838,139,
0,1.2521181106567383,149,
0,1.277514100074768,159,
0,1.491979956626892,169,
0,1.293637990951538,179,
0,1.2369532585144043,189,
0,1.4376440048217773,199,
0,1.3222846984863281,209,
0,1.4669709205627441,219,
0,1.284633755683899,229,
0,1.3124678134918213,239,
0,1.3202786445617676,249,
0,1.2894359827041626,259,
0,1.418769359588623,269,
0,1.2995049953460693,279,
0,1.3286359310150146,289,
0,1.3981704711914062,299,
0,1.3084888458251953,309,
0,1.4105311632156372,319,
0,1.2440097332000732,329,
0,1.2964584827423096,339,
0,1.300132155418396,349,
0,1.4615674018859863,359,
0,1.4826693534851074,369,
0,1.3031251430511475,379,
0,1.3603692054748535,389,
0,1.369168758392334,399,
0,1.3121304512023926,409,
0,1.3559021949768066,419,
0,1.3036632537841797,429,
0,1.2764430046081543,439,
0,1.3282744884490967,449,
0,1.3921599388122559,459,
0,1.290667176246643,469,
0,1.3940024375915527,479,
0,1.2521023750305176,489,
0,1.2899035215377808,499,
0,1.2357826232910156,509,
0,1.287165641784668,519,
0,1.3350005149841309,529,
0,1.3269555568695068,539,
0,1.2498548030853271,549,
0,1.3254303932189941,559,
0,1.3254040479660034,569,
0,1.3665521144866943,579,
0,1.3893271684646606,589,
0,1.3531172275543213,599,
0,1.4136145114898682,609,
0,1.3270657062530518,619,
0,1.3337006568908691,629,
0,1.3358770608901978,639,
0,1.348536491394043,649,
0,1.3952648639678955,659,
0,1.3576552867889404,669,
0,1.3738996982574463,679,
0,1.3125171661376953,689,
0,1.2835988998413086,699,
0,1.4542322158813477,709,
0,1.233943223953247,719,
0,1.3524094820022583,729,
0,1.3934338092803955,739,
0,1.3144376277923584,749,
0,1.3757375478744507,759,
0,1.2629644870758057,769,
0,1.2307028770446777,779,
0,1.4120514392852783,789,
0,1.3304450511932373,799,
0,1.2747973203659058,809,
0,1.4946110248565674,819,
0,1.3103514909744263,829,
0,1.2601094245910645,839,
0,1.2941815853118896,849,
0,1.423278570175171,859,
0,1.3296507596969604,869,
0,1.3129476308822632,879,
0,1.4312033653259277,889,
0,1.213979721069336,899,
0,1.4092586040496826,909,
0,1.4508056640625,919,
0,1.2940056324005127,929,
0,1.408843755722046,939,
0,1.265284538269043,949,
0,1.4919393062591553,959,
0,1.3489362001419067,969,
0,1.3099753856658936,979,
0,1.1700842380523682,989,
0,1.2694121599197388,999,
0,1.3013966083526611,1009,
0,1.400740146636963,1019,
0,1.3999748229980469,1029,
0,1.3940269947052002,1039,
0,1.3535411357879639,1049,
0,1.3812367916107178,1059,
0,1.333860158920288,1069,
0,1.3445475101470947,1079,
0,1.251280426979065,1089,
0,1.3139420747756958,1099,
0,1.2499580383300781,1109,
0,1.3482156991958618,1119,
0,1.3088157176971436,1129,
0,1.269210934638977,1139,
0,1.2878141403198242,1149,
0,1.4662494659423828,1159,
0,1.387563705444336,1169,
0,1.4225404262542725,1179,
0,1.4084395170211792,1189,
0,1.275728702545166,1199,
0,1.2679539918899536,1209,
0,1.3550829887390137,1219,
0,1.3714323043823242,1229,
0,1.3053609132766724,1239,
0,1.3414909839630127,1249,
0,1.228366732597351,1259,
0,1.2997112274169922,1269,
0,1.2698206901550293,1279,
0,1.4378361701965332,1289,
0,1.349839448928833,1299,
0,1.2521085739135742,1309,
0,1.2533141374588013,1319,
0,1.3146839141845703,1329,
0,1.4363421201705933,1339,
0,1.355318307876587,1349,
0,1.3372550010681152,1359,
0,1.33670175075531,1369,
0,1.3820949792861938,1379,
0,1.3509106636047363,1389,
0,1.3805806636810303,1399,
0,1.3259307146072388,1409,
0,1.3518779277801514,1419,
0,1.3275201320648193,1429,
0,1.4149783849716187,1439,
0,1.2487603425979614,1449,
0,1.2654941082000732,1459,
0,1.2779779434204102,1469,
0,1.3565547466278076,1479,
0,1.3847763538360596,1489,
0,1.2903451919555664,1499,
0,1.2877776622772217,1509,
0,1.3661997318267822,1519,
0,1.2834173440933228,1529,
0,1.285730242729187,1539,
0,1.359167218208313,1549,
0,1.355072021484375,1559,
0,1.30006742477417,1569,
0,1.315123438835144,1579,
0,1.341809630393982,1589,
0,1.443782925605774,1599,
0,1.454556941986084,1609,
0,1.296525239944458,1619,
0,1.4720475673675537,1629,
0,1.3169288635253906,1639,
0,1.2934820652008057,1649,
0,1.3719122409820557,1659,
0,1.3960044384002686,1669,
0,1.3940788507461548,1679,
0,1.429335355758667,1689,
0,1.3824245929718018,1699,
0,1.3495702743530273,1709,
0,1.2648448944091797,1719,
0,1.2403761148452759,1729,
0,1.2837928533554077,1739,
0,1.4079601764678955,1749,
0,1.385349988937378,1759,
0,1.3736622333526611,1769,
0,1.219691514968872,1779,
0,1.2293109893798828,1789,
0,1.3916321992874146,1799,
0,1.3161672353744507,1809,
0,1.3114614486694336,1819,
0,1.363656759262085,1829,
0,1.3314571380615234,1839,
0,1.33322274684906,1849,
0,1.3537180423736572,1859,
0,1.2957725524902344,1869,
0,1.3788471221923828,1879,
0,1.324853777885437,1889,
0,1.3223423957824707,1899,
0,1.4682881832122803,1909,
0,1.4110591411590576,1919,
0,1.2959349155426025,1929,
0,1.3404052257537842,1939,
0,1.3338319063186646,1949,
0,1.3174397945404053,1959,
0,1.3580472469329834,1969,
0,1.2858107089996338,1979,
0,1.2261161804199219,1989,
0,1.2645872831344604,1999,
0,1.447366714477539,2009,
0,1.3835084438323975,2019,
0,1.3217601776123047,2029,
0,1.3602192401885986,2039,
0,1.359072208404541,2049,
0,1.3057799339294434,2059,
0,1.2947393655776978,2069,
0,1.3516582250595093,2079,
0,1.3056762218475342,2089,
0,1.3961801528930664,2099,
0,1.4310195446014404,2109,
0,1.3437902927398682,2119,
0,1.3926055431365967,2129,
0,1.3591482639312744,2139,
0,1.3912239074707031,2149,
0,1.290787935256958,2159,
0,1.277143955230713,2169,
0,1.2828859090805054,2179,
0,1.3240034580230713,2189,
0,1.3195676803588867,2199,
0,1.3719720840454102,2209,
0,1.4315966367721558,2219,
0,1.3083412647247314,2229,
0,1.360595464706421,2239,
0,1.309800386428833,2249,
0,1.294028878211975,2259,
0,1.3222179412841797,2269,
0,1.342238187789917,2279,
0,1.3741302490234375,2289,
0,1.3688057661056519,2299,
0,1.3477342128753662,2309,
0,1.2719606161117554,2319,
0,1.3889089822769165,2329,
0,1.2603719234466553,2339,
0,1.2722820043563843,2349,
0,1.382598876953125,2359,
0,1.3355529308319092,2369,
0,1.3149820566177368,2379,
0,1.3722045421600342,2389,
0,1.31162691116333,2399,
0,1.3674638271331787,2409,
0,1.421197533607483,2419,
0,1.3380881547927856,2429,
0,1.2891249656677246,2439,
0,1.2756757736206055,2449,
0,1.4061195850372314,2459,
0,1.3425674438476562,2469,
0,1.352769136428833,2479,
0,1.3660086393356323,2489,
0,1.3932753801345825,2499,
0,1.3923234939575195,2509,
0,1.3934460878372192,2519,
0,1.3622870445251465,2529,
0,1.3713490962982178,2539,
0,1.262925148010254,2549,
0,1.3200746774673462,2559,
0,1.2931362390518188,2569,
0,1.3275940418243408,2579,
0,1.3032951354980469,2589,
0,1.36090087890625,2599,
0,1.3698914051055908,2609,
0,1.265177845954895,2619,
0,1.277585744857788,2629,
0,1.414516806602478,2639,
0,1.3571691513061523,2649,
0,1.2222638130187988,2659,
0,1.3702936172485352,2669,
0,1.3600339889526367,2679,
0,1.3357033729553223,2689,
0,1.2875850200653076,2699,
0,1.2483160495758057,2709,
0,1.27455472946167,2719,
0,1.3817155361175537,2729,
0,1.2996830940246582,2739,
0,1.3098249435424805,2749,
0,1.3402976989746094,2759,
0,1.3984692096710205,2769,
0,1.4622056484222412,2779,
0,1.319022536277771,2789,
0,1.3130981922149658,2799,
0,1.3244023323059082,2809,
0,1.3260879516601562,2819,
0,1.2759708166122437,2829,
0,1.3686137199401855,2839,
0,1.5569370985031128,2849,
0,1.2985754013061523,2859,
0,1.4977928400039673,2869,
0,1.3812370300292969,2879,
0,1.5261712074279785,2889,
0,1.356929063796997,2899,
0,1.2697107791900635,2909,
0,1.405076026916504,2919,
0,1.3636653423309326,2929,
0,1.2633510828018188,2939,
0,1.3724288940429688,2949,
0,1.4149394035339355,2959,
0,1.4191699028015137,2969,
0,1.2811622619628906,2979,
0,1.33040189743042,2989,
0,1.3144505023956299,2999,
0,1.2667690515518188,3009,
0,1.223994255065918,3019,
0,1.42738938331604,3029,
0,1.3739681243896484,3039,
0,1.292372226715088,3049,
0,1.380923867225647,3059,
0,1.3592026233673096,3069,
0,1.412156581878662,3079,
0,1.3062002658843994,3089,
0,1.3902332782745361,3099,
0,1.3065603971481323,3109,
0,1.2703497409820557,3119,
0,,3124,1.5276840925216675
1,1.3184542655944824,3129,
1,1.413059949874878,3139,
1,1.353110671043396,3149,
1,1.3928170204162598,3159,
1,1.4053092002868652,3169,
1,1.3823864459991455,3179,
1,1.4265198707580566,3189,
1,1.36774480342865,3199,
1,1.400015950202942,3209,
1,1.2910361289978027,3219,
1,1.3615567684173584,3229,
1,1.342435359954834,3239,
1,1.3147995471954346,3249,
1,1.2373228073120117,3259,
1,1.4952647686004639,3269,
1,1.2361180782318115,3279,
1,1.2573983669281006,3289,
1,1.2517943382263184,3299,
1,1.2886685132980347,3309,
1,1.240464687347412,3319,
1,1.226168155670166,3329,
1,1.4193038940429688,3339,
1,1.4394662380218506,3349,
1,1.2584632635116577,3359,
1,1.2608469724655151,3369,
1,1.357045292854309,3379,
1,1.3799893856048584,3389,
1,1.3117276430130005,3399,
1,1.387941837310791,3409,
1,1.300328016281128,3419,
1,1.359755039215088,3429,
1,1.2958115339279175,3439,
1,1.317335844039917,3449,
1,1.3721811771392822,3459,
1,1.3046083450317383,3469,
1,1.2745683193206787,3479,
1,1.3660476207733154,3489,
1,1.2398402690887451,3499,
1,1.312505841255188,3509,
1,1.4374233484268188,3519,
1,1.2704215049743652,3529,
1,1.3310816287994385,3539,
1,1.3135745525360107,3549,
1,1.3124961853027344,3559,
1,1.3355779647827148,3569,
1,1.4367433786392212,3579,
1,1.176201343536377,3589,
1,1.2646799087524414,3599,
1,1.386536717414856,3609,
1,1.392002820968628,3619,
1,1.3119810819625854,3629,
1,1.3481042385101318,3639,
1,1.3323562145233154,3649,
1,1.4642438888549805,3659,
1,1.2901637554168701,3669,
1,1.4354298114776611,3679,
1,1.440793514251709,3689,
1,1.3708782196044922,3699,
1,1.2395920753479004,3709,
1,1.4456884860992432,3719,
1,1.3952980041503906,3729,
1,1.2768622636795044,3739,
1,1.3556020259857178,3749,
1,1.3317716121673584,3759,
1,1.3524858951568604,3769,
1,1.4167976379394531,3779,
1,1.2944908142089844,3789,
1,1.4635865688323975,3799,
1,1.4830427169799805,3809,
1,1.3436089754104614,3819,
1,1.3631161451339722,3829,
1,1.4261430501937866,3839,
1,1.389033555984497,3849,
1,1.283949851989746,3859,
1,1.2402527332305908,3869,
1,1.290562629699707,3879,
1,1.37301766872406,3889,
1,1.270964503288269,3899,
1,1.2158030271530151,3909,
1,1.3016397953033447,3919,
1,1.385500192642212,3929,
1,1.3316051959991455,3939,
1,1.3375046253204346,3949,
1,1.3054397106170654,3959,
1,1.2070271968841553,3969,
1,1.424955129623413,3979,
1,1.2890162467956543,3989,
1,1.4168273210525513,3999,
1,1.3209412097930908,4009,
1,1.4062237739562988,4019,
1,1.3304486274719238,4029,
1,1.3224396705627441,4039,
1,1.5134210586547852,4049,
1,1.3708713054656982,4059,
1,1.4811501502990723,4069,
1,1.2719786167144775,4079,
1,1.3163084983825684,4089,
1,1.3295600414276123,4099,
1,1.413370132446289,4109,
1,1.2965277433395386,4119,
1,1.319958209991455,4129,
1,1.381853699684143,4139,
1,1.3100619316101074,4149,
1,1.342726230621338,4159,
1,1.427093505859375,4169,
1,1.270839810371399,4179,
1,1.3153045177459717,4189,
1,1.4480905532836914,4199,
1,1.313805103302002,4209,
1,1.4063949584960938,4219,
1,1.4286073446273804,4229,
1,1.4017468690872192,4239,
1,1.364046573638916,4249,
1,1.2462284564971924,4259,
1,1.255690097808838,4269,
1,1.4585707187652588,4279,
1,1.271769642829895,4289,
1,1.3406176567077637,4299,
1,1.4475865364074707,4309,
1,1.263159990310669,4319,
1,1.4876397848129272,4329,
1,1.2530760765075684,4339,
1,1.2502433061599731,4349,
1,1.2757902145385742,4359,
1,1.3431178331375122,4369,
1,1.3606045246124268,4379,
1,1.3061007261276245,4389,
1,1.2923858165740967,4399,
1,1.3261607885360718,4409,
1,1.2623417377471924,4419,
1,1.477499008178711,4429,
1,1.4183259010314941,4439,
1,1.27524995803833,4449,
1,1.3588281869888306,4459,
1,1.3167721033096313,4469,
1,1.3706107139587402,4479,
1,1.2974505424499512,4489,
1,1.4300155639648438,4499,
1,1.3160390853881836,4509,
1,1.3359017372131348,4519,
1,1.390268087387085,4529,
1,1.3901063203811646,4539,
1,1.255217432975769,4549,
1,1.3357279300689697,4559,
1,1.2597142457962036,4569,
1,1.3261353969573975,4579,
1,1.2917871475219727,4589,
1,1.3804603815078735,4599,
1,1.1358164548873901,4609,
1,1.3052198886871338,4619,
1,1.3422865867614746,4629,
1,1.301056146621704,4639,
1,1.4758014678955078,4649,
1,1.3294386863708496,4659,
